channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,
0,19,2750,0,25000000,34040564,546444.625,48.420586,2615.39869,2587696.7,477907,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-47992592,-28120.91016,51.51889,1835.481816,1134701.917,477906,5,6,-500,0,25000000,-33721088,214704.1563,49.068848,-522.846193,2318283.368,477906,6,7,1750,0,25000000,-31886958,312271.5313,47.559719,1850.947603,3090452.257,477906,7,23,-500,0,25000000,49565504,-326272.0313,51.508877,-435.647673,506984.1009,477906, 
0,19,2750,0,25000000,34040564,546444.625,48.420586,2615.39869,2587696.7,477907,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33721088,214704.1563,49.068848,-522.846193,2318283.368,477906,6,7,1750,0,25000000,-31886958,312271.5313,47.559719,1850.947603,3090452.257,477906,7,23,-500,0,25000000,49565504,-326272.0313,51.508877,-435.647673,506984.1009,477906, 
0,19,2750,0,25000000,34040564,546444.625,48.420586,2615.39869,2587696.7,477907,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,-31886958,312271.5313,47.559719,1850.947603,3090452.257,477906,7,23,-500,0,25000000,49565504,-326272.0313,51.508877,-435.647673,506984.1009,477906, 
0,19,2750,0,25000000,34040564,546444.625,48.420586,2615.39869,2587696.7,477907,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49565504,-326272.0313,51.508877,-435.647673,506984.1009,477906, 
0,19,2750,0,25000000,34040564,546444.625,48.420586,2615.39869,2587696.7,477907,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
0,19,2750,0,25000000,-33336376,58858.6875,48.39801,2615.133459,2587197.296,477908,1,16,-2750,0,25000000,-39465560,-275462.625,49.957344,-2801.185743,2498755.192,477907,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
0,19,2750,0,25000000,-33336376,58858.6875,48.39801,2615.133459,2587197.296,477908,1,16,-2750,0,25000000,39527424,265249.1875,49.766857,-2804.138825,2499288.19,477908,2,3,750,0,25000000,43900396,131179.9844,51.51865,766.35251,1390483.419,477907,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
0,19,2750,0,25000000,-33336376,58858.6875,48.39801,2615.133459,2587197.296,477908,1,16,-2750,0,25000000,39527424,265249.1875,49.766857,-2804.138825,2499288.19,477908,2,3,750,0,25000000,42644796,-365827.5,52.113628,765.029714,1390338.394,477908,3,30,-3250,0,25000000,16884540,-323320.75,41.311848,-3329.075318,4701970.558,477907,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
0,19,2750,0,25000000,-33336376,58858.6875,48.39801,2615.133459,2587197.296,477908,1,16,-2750,0,25000000,39527424,265249.1875,49.766857,-2804.138825,2499288.19,477908,2,3,750,0,25000000,42644796,-365827.5,52.113628,765.029714,1390338.394,477908,3,30,-3250,0,25000000,-17415474,52085.66406,41.260563,-3322.75283,4702605.283,477908,4,13,1750,0,25000000,-48365720,-346675.5938,52.350281,1835.364357,1134353.579,477907,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
0,19,2750,0,25000000,-33336376,58858.6875,48.39801,2615.133459,2587197.296,477908,1,16,-2750,0,25000000,39527424,265249.1875,49.766857,-2804.138825,2499288.19,477908,2,3,750,0,25000000,42644796,-365827.5,52.113628,765.029714,1390338.394,477908,3,30,-3250,0,25000000,-17415474,52085.66406,41.260563,-3322.75283,4702605.283,477908,4,13,1750,0,25000000,48703632,498807.9063,52.111122,1833.585409,1134003.096,477908,5,6,-500,0,25000000,-33058548,-114128.4063,48.690182,-525.572334,2318384.453,477907,6,7,1750,0,25000000,31606488,-10117.82422,47.87212,1852.385265,3090097.235,477907,7,23,-500,0,25000000,49872404,84913.42188,52.248631,-435.350534,507065.3335,477907, 
