channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,
0,16,-2750,0,25000000,37254272,-24671.78125,48.942886,-2801.75824,3433457.731,477901,1,10,750,0,25000000,-18613584,285290.9063,44.042084,638.417249,5275722.388,477901,2,3,750,0,25000000,-41502240,585245.125,50.790497,769.24034,2329264.722,477901,3,19,2500,0,25000000,-33560996,375754.0313,48.268803,2615.032201,3528590.086,477901,4,23,-500,0,25000000,-49126920,543990.625,51.759651,-432.459992,1444472.491,477901,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18613584,285290.9063,44.042084,638.417249,5275722.388,477901,2,3,750,0,25000000,-41502240,585245.125,50.790497,769.24034,2329264.722,477901,3,19,2500,0,25000000,-33560996,375754.0313,48.268803,2615.032201,3528590.086,477901,4,23,-500,0,25000000,-49126920,543990.625,51.759651,-432.459992,1444472.491,477901,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,-41502240,585245.125,50.790497,769.24034,2329264.722,477901,3,19,2500,0,25000000,-33560996,375754.0313,48.268803,2615.032201,3528590.086,477901,4,23,-500,0,25000000,-49126920,543990.625,51.759651,-432.459992,1444472.491,477901,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-33560996,375754.0313,48.268803,2615.032201,3528590.086,477901,4,23,-500,0,25000000,-49126920,543990.625,51.759651,-432.459992,1444472.491,477901,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,-49126920,543990.625,51.759651,-432.459992,1444472.491,477901,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,49188100,-412383.9688,51.437065,-434.130093,1444557.816,477902,5,6,-500,0,25000000,32791842,448573.7813,47.883427,-521.66924,3255693.152,477901,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,49188100,-412383.9688,51.437065,-434.130093,1444557.816,477902,5,6,-500,0,25000000,32816144,265140.0625,47.915188,-518.793847,3255791.664,477902,6,7,2000,0,25000000,34016456,-357399.2813,48.619736,1852.937239,4030122.598,477901,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,49188100,-412383.9688,51.437065,-434.130093,1444557.816,477902,5,6,-500,0,25000000,32816144,265140.0625,47.915188,-518.793847,3255791.664,477902,6,7,2000,0,25000000,33525828,-855109.6875,47.214024,1853.292097,4029769.703,477902,7,13,1750,0,25000000,-48689348,935678.625,53.025723,1836.887989,2074356.552,477901, 
0,16,-2750,0,25000000,38593280,94140.60938,48.88829,-2801.919821,3433990.853,477902,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,49188100,-412383.9688,51.437065,-434.130093,1444557.816,477902,5,6,-500,0,25000000,32816144,265140.0625,47.915188,-518.793847,3255791.664,477902,6,7,2000,0,25000000,33525828,-855109.6875,47.214024,1853.292097,4029769.703,477902,7,13,1750,0,25000000,47809188,489780.1875,51.84713,1837.730315,2074006.962,477902, 
0,16,-2750,0,25000000,37502236,-227536.2656,49.762806,-2804.114874,3434524.69,477903,1,10,750,0,25000000,-18814780,96436.75,43.495018,639.446871,5275602.219,477902,2,3,750,0,25000000,43479556,-44761.10938,50.466026,768.422528,2329117.213,477902,3,19,2500,0,25000000,-34341060,-258697.3125,49.347408,2614.912678,3528091.844,477902,4,23,-500,0,25000000,49188100,-412383.9688,51.437065,-434.130093,1444557.816,477902,5,6,-500,0,25000000,32816144,265140.0625,47.915188,-518.793847,3255791.664,477902,6,7,2000,0,25000000,33525828,-855109.6875,47.214024,1853.292097,4029769.703,477902,7,13,1750,0,25000000,47809188,489780.1875,51.84713,1837.730315,2074006.962,477902, 
