channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,
0,13,1750,0,25000000,-126677128,-2466305.25,50.026299,1819.89385,24181416.42,477942.22,1,10,750,0,25000000,-46671036,-1482061.25,42.87101,615.567183,27392223.14,477942.22,2,3,750,0,25000000,-111419160,-488207.875,49.93153,742.652824,24444726.37,477942.22,3,16,-2750,0,25000000,-96025864,925604.875,48.893002,-2809.767524,25576803.81,477942.22,4,19,2500,0,25000000,-93217952,-511919,48.21505,2601.364038,25629551.08,477942.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-46671036,-1482061.25,42.87101,615.567183,27392223.14,477942.22,2,3,750,0,25000000,-111419160,-488207.875,49.93153,742.652824,24444726.37,477942.22,3,16,-2750,0,25000000,-96025864,925604.875,48.893002,-2809.767524,25576803.81,477942.22,4,19,2500,0,25000000,-93217952,-511919,48.21505,2601.364038,25629551.08,477942.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,-111419160,-488207.875,49.93153,742.652824,24444726.37,477942.22,3,16,-2750,0,25000000,-96025864,925604.875,48.893002,-2809.767524,25576803.81,477942.22,4,19,2500,0,25000000,-93217952,-511919,48.21505,2601.364038,25629551.08,477942.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,-96025864,925604.875,48.893002,-2809.767524,25576803.81,477942.22,4,19,2500,0,25000000,-93217952,-511919,48.21505,2601.364038,25629551.08,477942.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,-93217952,-511919,48.21505,2601.364038,25629551.08,477942.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,92312176,-299717.2813,48.775581,2600.19907,25629055.3,477943.22,5,6,-500,0,25000000,-89826864,958005.5625,48.321342,-544.125859,25381245.37,477942.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,92312176,-299717.2813,48.775581,2600.19907,25629055.3,477943.22,5,6,-500,0,25000000,91103752,-491046.8125,48.505917,-547.234045,25381348.26,477943.22,6,7,1750,0,25000000,-91133872,757772.25,47.957767,1855.473248,26136998.88,477942.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,92312176,-299717.2813,48.775581,2600.19907,25629055.3,477943.22,5,6,-500,0,25000000,91103752,-491046.8125,48.505917,-547.234045,25381348.26,477943.22,6,7,1750,0,25000000,93919584,-2913680.25,47.447472,1854.73574,26136647.47,477943.22,7,23,-500,0,25000000,130778968,-1537758.875,52.384109,-460.062877,23569341.84,477942.22, 
0,13,1750,0,25000000,126442352,-634275.875,50.538357,1819.334786,24181072.67,477943.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,92312176,-299717.2813,48.775581,2600.19907,25629055.3,477943.22,5,6,-500,0,25000000,91103752,-491046.8125,48.505917,-547.234045,25381348.26,477943.22,6,7,1750,0,25000000,93919584,-2913680.25,47.447472,1854.73574,26136647.47,477943.22,7,23,-500,0,25000000,-133003408,44024,50.682941,-460.571389,23569427.79,477943.22, 
0,13,1750,0,25000000,-123189736,-1114859.5,50.411652,1817.385578,24180724.94,477944.22,1,10,750,0,25000000,-49437488,-403555.7813,43.289238,611.27763,27392107.83,477943.22,2,3,750,0,25000000,111569800,-1211173.125,50.016148,739.749697,24444586.24,477943.22,3,16,-2750,0,25000000,95412896,520488.5625,48.638115,-2813.206477,25577340.88,477943.22,4,19,2500,0,25000000,92312176,-299717.2813,48.775581,2600.19907,25629055.3,477943.22,5,6,-500,0,25000000,91103752,-491046.8125,48.505917,-547.234045,25381348.26,477943.22,6,7,1750,0,25000000,93919584,-2913680.25,47.447472,1854.73574,26136647.47,477943.22,7,23,-500,0,25000000,-133003408,44024,50.682941,-460.571389,23569427.79,477943.22, 
